Дата,Название,Ссылка,Краткое содержание
2010-04-23,Будь готов!,https://habr.com/ru/company/yandex/blog/91816/,"Уже началась досрочная сдача ЕГЭ 2010, но основная часть выпускников будет сдавать экзамены с 27 мая по 15 июня, а значит, у многих школьников еще есть достаточно времени на подготовку к испытанию. В "
2010-04-23,Теперь и на iPad,https://habr.com/ru/company/yandex/blog/91807/,Яндекс.Карты для iPad + прокладка маршрутов в iPad и iPhone:
2010-04-23,Изменения на странице результатов поиска,https://habr.com/ru/company/yandex/blog/91798/,"Вслед за редизайном главной страницы Яндекса мы решили изменить страницу результатов поиска. Мы экспериментировали несколько месяцев, анализировали результаты и внесли три существенных изменения.

1."
2010-04-22,Сообщество мобильных Яндекс.Карт объявляется открытым,https://habr.com/ru/company/yandex/blog/91747/,"Сегодня мы выпустили новую версию мобильных Яндекс.Карт – 3.6 (Symbian, WM и Java). Но это не просто очередное обновление – в приложении появился важный сервис. А именно – Сообщество пользователей моб"
2010-04-21,И снова об Эйяфьятлайокудле,https://habr.com/ru/company/yandex/blog/91637/,"Вчера вечером на Яндекс.Погоде появился блок ссылок, связанных с извержением вулкана в Исландии, а точнее с облаком вулканического пепла, которое нависло над Европой и неспешно путешествует по миру. А"
2010-04-21,"Мобильные — налево, компьютеры — направо",https://habr.com/ru/company/yandex/blog/91633/,"Вы обращали внимание, что при заходе на сайт www.yandex.ru, мы пытаемся определить, используете вы компьютер или мобильное устройство, чтобы показать подходящую версию главной страницы Яндекса?

К та"
2010-04-20,Продолжаем следить за вулканом,https://habr.com/ru/company/yandex/blog/91522/,"Вулкан Эйяфьятлайокудль (который теперь популярно писать «Эйя...», а дальше набирать любое случайное сочетание клавиш десятью пальцами), невзирая на первоначальные прогнозы, пока не спешит заканчивать"
2010-04-16,Сказка о враче-негомеопате,https://habr.com/ru/company/yandex/blog/91195/,"Мы верим, что оценивать качество поиска нужно на реальных запросах, которые задают наши пользователи. Так получается гораздо ближе к правде, чем если бы мы данные для оценки придумывали сами. Но есть "
2010-04-15,Helldesk'у 5 лет,https://habr.com/ru/company/yandex/blog/91110/,"На прошлой неделе исполнилось 5 лет с начала существования Helpdesk'а в Яндексе (или Helldesk'а, как мы его называем). Helldesk — это одно из подразделений в «Департаменте эксплуатации IT сервисов». 
"
2010-04-15,Киевский семинар API Яндекс.Карт состоялся,https://habr.com/ru/company/yandex/blog/91084/,"9 апреля в Киеве прошёл семинар для веб-разработчиков про API Яндекс.Карт. 
Руководитель API Яндекс.Карт Андрей Кармацкий рассказал о том, как сделаны Яндекс.Карты,  показал, как быстро разместить кар"
2010-04-15,Семинары Степанова Александра Александровича,https://habr.com/ru/company/yandex/blog/91053/,"Мы открываем регистрацию сразу на два семинара, которые состоятся 19 и 20 апреля 2010 года, в московском офисе Яндекса.
К нам в гости приезжает Степанов Александр Александрович, известный специалист п"
2010-04-14,Все презентации СтуДня,https://habr.com/ru/company/yandex/blog/90971/,"У Студенческой конференции Яндекса, СтуДня, впервые состоявшейся 1 апреля, появилась собственная страница. На ней собраны все презентации, а также видеоматериалы – о том, «как это было».  

Судя по о"
2010-04-14,Яндекс.Бар 5.0 с вашими кнопками,https://habr.com/ru/company/yandex/blog/90972/,"В Новом Яндекс.Баре 5.0 можно разместить не только кнопки Яндекса, но и кнопки других нужных вам ресурсов. 

В этом есть сразу два плюса:
— Если вы разработчик, то вы можете сами создать кнопку вашег"
2010-04-13,Картинки о Яндекс.Картинках,https://habr.com/ru/company/yandex/blog/90835/,"Вы знаете, как выглядит синхрофазотрон?
Ну, хотя бы большой он или маленький. Или какого цвета. Вдруг вы его каждый день по дороге на работу видите и не узнаете. Я сейчас расскажу. Он большой и серый"
2010-04-12,Вперёд в прошлое на Яндексе,https://habr.com/ru/company/yandex/blog/90751/,"В День космонавтики так и хочется подумать о необычных путешествиях – а что может быть интереснее путешествий во времени?

Сегодня на главной странице Яндекса под логотипом появилась кнопка «Назад, в"
2010-04-09,Народная карта: 1856 городов за один день,https://habr.com/ru/company/yandex/blog/90522/,"Вчера мы запустили новый картографический сервис — Народную карту Яндекса — с помощью которого можно нарисовать карту знакомой вам местности своими руками. Не знаем как вам, а для нас самих рисование "
2010-04-09,Новый Яндекс – всем пользователям,https://habr.com/ru/company/yandex/blog/90490/,"Сегодня изменился дизайн главной страницы Яндекса.

Более трех недель назад мы показали вам будущий дизайн и начали тестирование на небольшой части аудитории. Осторожность наша была, в частности, выз"
2010-04-08,Яндекс.Афиша 3D,https://habr.com/ru/company/yandex/blog/90404/,С каждым годом всё больше фильмов снимается с использованием 3D технологии. Но большинство таких фильмов по-прежнему выходит на экраны и в традиционном 2D формате. Некоторые зрители предпочитают именн
2010-04-07,Внутренние технологии Яндекс.Карт стали доступны всем веб-разработчикам,https://habr.com/ru/company/yandex/blog/90290/,"Яндекс открывает в API технологию, которая раньше использовалась только на собственных проектах.

Называется технология «активные области». Её задача очень простая — дать возможность показать на карт"
2010-04-06,Материалы с Мобильного Я.Субботника,https://habr.com/ru/company/yandex/blog/90147/,"27 марта в Москве прошел первый Я.Субботник, посвященный мобильным технологиям.Скачать видео и презентации выступлений можно на страничке Я.Субботников.  
Видео и фотографии тоже доступны для просмотр"
2010-04-06,Встречайте группы на Яндекс.Авто,https://habr.com/ru/company/yandex/blog/90148/,"Распространенная ситуация: есть желание стать владельцем автомобиля или сменить авто, есть определенный бюджет на покупку и небольшое представление о будущем автомобиле. Но… на поверку оказывается, чт"
2010-04-06,СтуДень,https://habr.com/ru/company/yandex/blog/90119/,"Первого апреля, в день всех смешных, прошел первый в истории Студенческий день Яндекса — СтуДень.

Конференцию посетили около 700 человек из более чем 50 вузов. Мы очень рады, что СтуДень был интерес"
2010-04-05,Тысяча ящиков – каждому. В Яндекс.Почте для домена,https://habr.com/ru/company/yandex/blog/89986/,"У нас сразу несколько хороших новостей для владельцев доменов, которые пользуются или только собираются пользоваться сервисом Яндекс.Почта для домена.

Раньше по умолчанию мы давали возможность подкл"
2010-04-05,"Семинар ""Searching for Music"", Андреас Раубер",https://habr.com/ru/company/yandex/blog/89974/,"Открыта регистрация на семинар, который состоится 14 апреля 2010 года, в московском офисе Яндекса. 

В рамках цикла семинаров Информационный поиск и анализ данных выступит Андреас Раубер, Associate Pr"
2010-04-01,Кроме шуток: новая Opera mini,https://habr.com/ru/company/yandex/blog/89700/,"Наконец-то мы можем предложить вам специальную версию Opera Mini с поиском Яндекса. 

Opera Mini — популярный интернет-браузер для мобильных телефонов от компании Opera Software ASA. В новой версии O"
2010-04-01,Закон Pac-Man’a,https://habr.com/ru/company/yandex/blog/89625/,"Орбитальный зонд «Кассини» передал на Землю тепловую карту спутника Сатурна, Мимаса. На снимке области с более высокой температурой обозначены более теплыми цветами. Изучив снимок, учёные из NASA с уд"
2010-03-30,Яндекс.Панель в Опере: акт второй,https://habr.com/ru/company/yandex/blog/89388/,"Мы продолжаем радовать пользователей Оперы новыми функциями Яндекс.Панели. Когда мы её запускали, нас многие просили сделать возможность включать и отключать отдельные блоки. Кому-то интересны курсы в"
2010-03-30,"«Май» на казахском не то же, что «май» с казахского",https://habr.com/ru/company/yandex/blog/89389/,"Если вам срочно понадобилось перевести что-то с казахского на русский или обратно, знайте, что теперь в этом вам смогут помочь Яндекс.Словари. Совсем недавно на сервисе появилась возможность искать пе"
2010-03-25,Семинар API Яндекс.Карт в Киеве,https://habr.com/ru/company/yandex/blog/88937/,"9 апреля 2010 года Яндекс приглашает в гости веб-разработчиков, которым интересно узнать больше про технологию АPI Яндекс.Карт, пообщаться с нашими разработчиками и получить ответы на давно интересующ"
2010-03-25,next.yandex.ru — продолжаем эксперименты,https://habr.com/ru/company/yandex/blog/88938/,"Итак, прошла неделя с хвостиком, как мы анонсировали новую главную страницу Яндекса. Многим не понравилась широкая белая полоса, которая образовалась справа из-за того, что мы решили отказаться от 100"
2010-03-24,Новые фавиконки Яндекса,https://habr.com/ru/company/yandex/blog/88818/,"Фавиконки – это такие квадраты размером шестнадцать на шестнадцать пикселей, которые можно наблюдать в адресной строке браузера, в закладках и в табах. Обычно на фавиконке изображается некая загогулин"
2010-03-24,10 000 000 объявлений Директа,https://habr.com/ru/company/yandex/blog/88765/,"Накануне в Яндекс.Директе было размещено десятимиллионное рекламное объявление.
Приближение этого юбилейного события заметили на форуме Директа наши рекламодатели, и 23 марта в 14:50 это событие прои"
2010-03-23,Еще 5 новых карт на Яндекс.Картах,https://habr.com/ru/company/yandex/blog/88631/,"Сегодня на Яндекс.Картах появилось еще 5 новых городов:

 Брянск 
 Иваново 
 Курск 
 Липецк 
 Тюмень 
Теперь наши пользователи могут легко найти в этих городах нужную улицу или дом, а заодно и посмотр"
2010-03-22,Linux-репозиторий Яндекса,https://habr.com/ru/company/yandex/blog/88515/,"Как многим известно, Яндекс уже довольно давно выпускает программы под Linux. Опытным и подготовленным пользователям предлагалось самим скачивать и устанавливать (а иногда и компилировать) эти програм"
2010-03-22,Мобильный Я.Субботник,https://habr.com/ru/company/yandex/blog/88413/,"Мы рады сообщить вам о начале серии Я.Субботников в 2010 году.
27 марта 2010 года  к 10:30 мы приглашаем в гости всех, кому интересно послушать про Мобильные технологии и обсудить эту тему за чашкой к"
2010-03-19,Музыкальная комната в московском офисе Яндекса,https://habr.com/ru/company/yandex/blog/88181/,"Утром, когда ранние еще не пришли, а поздние – уже ушли спать, на шестом этаже «Красной Розы» можно услышать два характерных звука – гул пылесоса и приглушенные удары по барабанной бочке. Ту же бочку "
2010-03-19,15 апреля – первый Я.Субботник в Минске,https://habr.com/ru/company/yandex/blog/88156/,"15 апреля 2010 года Яндекс проведет свой первый Я.Субботник в Беларуси.

В Минск приедут менеджеры и руководители Яндекса, чтобы рассказать о Поиске и основных сервисах компании.

Рассказом «Зачем Я"
2010-03-18,Разыскивается наш лось в Киеве,https://habr.com/ru/company/yandex/blog/88025/,"На Яндекс.Картах открылись панорамы улиц Киева. Теперь вы можете прогуляться по Крещатику и Майдану и другим не менее замечательным местам украинской столицы, о которых обычно не говорят в новостях.

"
2010-03-16,Приглашаем на круглый стол «Геопространственные технологии в массовых продуктах»,https://habr.com/ru/company/yandex/blog/87746/,"30 марта в рамках 7-го международного промышленного форума GEOFORM+ пройдёт организованный Яндексом круглый стол «Геопространственные технологии в массовых продуктах».

Мы хотим обсудить бизнес-модел"
2010-03-16,Цифры про подарки,https://habr.com/ru/company/yandex/blog/87747/,"В феврале и марте один за другим идут сразу три праздника: 14 февраля, 23 февраля и 8 марта. Вместе с ними возникает и проблема выбора подарков — подарков много, а времени мало.

Похожая проблема воз"
2010-03-15,Хостинг Javascript-библиотек,https://habr.com/ru/company/yandex/blog/87609/,"Сегодня мы запустили новый сервис для веб-разработчиков — хостинг популярных JavaScript-библиотек на серверах Яндекса.
Используя загрузку библиотек из CDN Яндекса, вы получаете следующие преимущества:"
2010-03-15,Главная страница Яндекса – версия 11,https://habr.com/ru/company/yandex/blog/87610/,"Совсем скоро главная страница Яндекса будет выглядеть по-другому. Предварительный вариант вы можете увидеть прямо сейчас на странице next.yandex.ru. Хотя, возможно, вам никуда не нужно переходить – но"
2010-03-15,Встреча о Яндекс.Блогах и Яндекс.Новостях,https://habr.com/ru/company/yandex/blog/87577/,"В этот четверг, 18 марта, в 16:00 в офисе Яндекса в Санкт-Петербурге состоится встреча, посвящённая сервисам Яндекс.Новости и Яндекс.Блоги. Мы также расскажем о том, как использовать технологии API Ян"
2010-03-15,Перевод с озвучкой — в результатах поиска,https://habr.com/ru/company/yandex/blog/87559/,"С недавнего времени в результатах поиска Яндекса можно увидеть не просто перевод слова на иностранный язык и обратно, как это было раньше, а перевод с транскрипцией и озвучкой.

Набрав в Яндекс, напр"
2010-03-12,"Что потереть в Питере: места, где загадывают желания",https://habr.com/ru/company/yandex/blog/87305/,"Недавно к панорамам московских улиц на Яндекс.Картах  добавились панорамы улиц Санкт-Петербурга, Выборга и Гатчины. С тех пор многие уже успели обойти Москву и Питер вдоль и поперек, осмотреть все гла"
2010-03-12,О чем же спрашивают Яндекс?,https://habr.com/ru/company/yandex/blog/87286/,"…Но у меня есть милый друг, 
Особа юных лет. 
Ей служат сотни тысяч слуг, — 
И всем покоя нет! 
Она гоняет, как собак, 
В ненастье, дождь и тьму 
Пять тысяч Где, семь тысяч Как, 
Сто тысяч Поче"
2010-03-10,Новый датацентр,https://habr.com/ru/company/yandex/blog/87066/,"Количество наших пользователей и объемы информации растут, и на прошлой неделе мы запустили новый, седьмой по счету, датацентр. Наш новый датацентр расположен в Мытищах, имеет подведенную мощность 4МВ"
2010-03-09,Весне дорогу,https://habr.com/ru/company/yandex/blog/86834/,"Именно потому, что на дворе уже март, а в Москве сейчас −9, в Питере −4, в Екатеринбурге −8, в Киеве −7, даже в Одессе и Симферополе – минус, и только в Алматы +11, мы призываем организовать весне «зе"
2010-03-05,Пробки от Львова до Хабаровска,https://habr.com/ru/company/yandex/blog/86484/,"На Яндекс.Картах теперь доступны данные о пробках во всех 34-х городах, где мы ведём наблюдение за дорожной ситуацией. Встречайте: Донецк, Днепропетровск, Львов, Запорожье, Полтава, Орел, Тула, Рязань"
2010-03-04,140 символов и другие цифры про Твиттер,https://habr.com/ru/company/yandex/blog/86400/,"Яндекс посчитал статистику про набирающий популярность Твиттер — за зиму количество русскоязычных пользователей сервиса выросло на 42%.

PS: Кажется, уложились :-) Остальные цифры можно скачать здесь"
2010-03-04,День писателя на Яндекс.Маркете,https://habr.com/ru/company/yandex/blog/86389/,"Вчера мировая общественность отмечала День писателя, и мы на Маркете тоже решили не отставать: посмотрели, кто же из наших «писателей» отзывов самый плодовитый и чьи отклики самые полезные, и приготов"
2010-03-03,Обновляем морфологический анализатор,https://habr.com/ru/company/yandex/blog/86271/,Одной из задач компьютерной лингвистики является определение словарной формы слова. Для решения этой задачи Яндекс в 2006 году выпустил для некоммерческого использования морфологический анализатор рус
2010-03-02,"Пробки в Москве, Санкт-Петербурге, Екатеринбурге и Киеве",https://habr.com/ru/company/yandex/blog/86080/,"Зима — такое время года, когда холодно, идёт снег, а автомобилисты ходят мрачные и ругаются — потому что всё свободное время проводят в пробках. По данным Яндекс.Пробок, по сравнению с прошлой зимой з"
2010-03-01,"Cеминар ""Математическое моделирование в эпидемиологии как задача анализа сложных данных"", Константин Авилов",https://habr.com/ru/company/yandex/blog/85951/,"Сегодня мы открываем регистрацию на следующий семинар, который состоится 17 марта 2010 года, в московском офисе Яндекса.

В рамках цикла семинаров «Информационный поиск и анализ данных» выступит Конс"
2010-02-27,Решайтесь решать еще!,https://habr.com/ru/company/yandex/blog/85802/,Стартовал очередной конкурс Яндекса «Интернет-математика 2010». На этот раз задача конкурса — предсказать пробки на дорогах города М вечером одного дня на основе данных наблюдений за предыдущий месяц.
2010-02-27,Превью API Яндекс.Бара для разработчиков: Яндекс.Бар с вашими кнопками,https://habr.com/ru/company/yandex/blog/85795/,"Независимые разработчики, веб-мастера и владельцы интернет-ресурсов! Эта версия Яндекс.Бара для вас.

Разрабатывая Яндекс.Бар, мы всегда думали, что реализации достойны компоненты всех сервисов, пуст"
2010-02-19,Новая верстка страницы результатов поиска,https://habr.com/ru/company/yandex/blog/84935/,"Большинство, конечно, не заметили, что под капотом страницы с результатами поиска уже несколько месяцев новая верстка.
Что же нового
Благодаря концепции независимых блоков, поддержка и разработка стра"
2010-02-19,Интерес к олимпиаде,https://habr.com/ru/company/yandex/blog/84936/,"Интерес к олимпийским играм очень велик. Каждый день на olymp2010.yandex.ru заходит больше миллиона пользователей. Пик посещаемости приходится на утро – основные события на олимпиаде происходят ночью,"
2010-02-16,Поддержка дополнительных раскладок в Punto Switcher для Mac OS X,https://habr.com/ru/company/yandex/blog/84481/,"Мы обновили «переключалку клавиатуры» Punto Switcher для Mac OS X — теперь программа поддерживает не только раскладки Windows и Mac, но и другие популярные раскладки — например, Бирмана или Дворака. П"
2010-02-16,Мобильные покупки на Яндекс.Маркете,https://habr.com/ru/company/yandex/blog/84482/,"Сегодня мы выпустили серьезно обновлённую версию мобильного Маркета. Она живёт по адресу http://m.market.yandex.ru.          С помощью мобильного Маркета можно быстро понять, насколько адекватна цена "
2010-02-15,"Найдется всё, что рядом",https://habr.com/ru/company/yandex/blog/84315/,"Сегодня мы обновили версию Яндекс.Бара для Internet Explorer. В новой версии мы определяем местоположение пользователей по Wi-Fi и IP, и учитываем это на странице результатов поиска. 

Как это работа"
2010-02-15,10 лет Народу,https://habr.com/ru/company/yandex/blog/84305/,"Сегодня исполнилось 10 лет narod.ru — самому популярному в России сервису по бесплатному созданию и размещению сайтов. О прошлом и настоящем Народа рассказывают Дмитрий Фельман, менеджер сервиса в теч"
2010-02-09,Панорамы Петербурга. Как они создавались,https://habr.com/ru/company/yandex/blog/83571/,"Сегодня на сервисе Яндекс.Карты появились панорамы улиц Санкт-Петербурга и его спутников — Кронштадта, Гатчины, Петродворца, Пушкина, Павловска и Выборга. Немного статистики: это 1270 километров улиц,"
2010-02-08,"Семинар ""Constructional syntactic analysis for information access tasks"", Юсси Калгрен",https://habr.com/ru/company/yandex/blog/83449/,"Сегодня мы открываем регистрацию на следующий семинар, который состоится 17 февраля 2010 года, в московском офисе Яндекса. В рамках цикла семинаров «Информационный поиск и анализ данных» выступит Юсси"
2010-02-04,Двухтысячный сотрудник Яндекса,https://habr.com/ru/company/yandex/blog/83133/,"В ноябре 2007 в Яндексе появился тысячный сотрудник, в августе 2008 – полуторатысячный. А в начале февраля 2010 года, то есть прямо сейчас, нумерованный список яндексоидов перешел двухтысячный рубеж. "
2010-02-04,Как провести выходные и праздники,https://habr.com/ru/company/yandex/blog/83078/,"В связи с 23 февраля страна отдыхает 4 дня. Предлагаем вам подготовиться к ним заранее и установить себе на главную страницу Яндекса несколько занимательных виджетов: с играми, новостями, информацией "
2010-02-03,В преддверии Олимпиады,https://habr.com/ru/company/yandex/blog/83017/,"Через 9 дней 10 часов и сколько-то минут в канадском Ванкувере состоится долгожданное событие — открытие зимней Олимпиады. Даже держа в голове дату, можно ее забыть. Поэтому на сайте olymp2010.yandex."
2010-02-03,"Семинар ""Highway Dimension and Provably Efficient Shortest Path Algorithms"", Эндрю Голдберг",https://habr.com/ru/company/yandex/blog/82992/,"Сегодня мы открываем регистрацию на следующий семинар, который состоится 10 февраля 2010 года, в московском офисе Яндекса. В рамках цикла семинаров «Информационный поиск и анализ данных» выступит Эндр"
2010-02-02,iPad в Рунете,https://habr.com/ru/company/yandex/blog/82881/,На прошлой неделе Apple представила свою новинку – iPad. Журналисты быстро окрестили  iPad  чем-то средним между iPhone и MacBook Air.  И внимания ему уделили соответственно — по данным Яндекс.Новосте
2010-02-02,Контекстная реклама на Яндексе: двенадцатилетняя история,https://habr.com/ru/company/yandex/blog/82874/,"Мы настолько привыкли к контекстной рекламе, что кажется — она была всегда. Однако история контекстной рекламы началась только в конце прошлого века — когда возможность мгновенного поиска по интернету"
2010-02-02,Пополнение на Яндекс.Картах,https://habr.com/ru/company/yandex/blog/82848/,"В новом 2010 году мы продолжаем череду публикаций новых карт и сегодня хотим предложить вам карты крупнейших городов Дальнего Востока и Восточной Сибири – Владивостока, Хабаровска и Иркутска, а также "
2010-01-29,Карта интересов пользователей Яндекс.Карт,https://habr.com/ru/company/yandex/blog/82470/,"Настало время подвести итоги конкурса, объявленного в среду. Большое спасибо всем, кто принял в нём участие: благодаря вам мы узнали много интересного — например, про грибы-слизевики, воспроизводящие "
2010-01-28,"Один серый, другой белый…",https://habr.com/ru/company/yandex/blog/82401/,"Маркет часто спрашивают, какова наша позиция в борьбе с так называемым «серым» товаром и не собираемся ли мы «прогонять» из наших рядов магазины, продающие товар без официальной гарантии производителя"
2010-01-27,Большой день для Яндекс.Расписаний,https://habr.com/ru/company/yandex/blog/82239/,"Сегодня команда Яндекс.Расписаний представила широкой общественности то, чем она занималась вторую половину декабря и послепраздничную часть января. Интересных запусков случилось сразу несколько, поэт"
2010-01-27,"Что это, Холмс?",https://habr.com/ru/company/yandex/blog/82172/,"Вот такое чудо встретилось нам в работе. Мы были настолько поражены его неземною красотой и изяществом линий, что решили объявить конкурс. Три первых пользователя, которые угадают, что изображено на р"
2010-01-25,Физики и лирики Яндекса,https://habr.com/ru/company/yandex/blog/81910/,"Сегодня Яндекс празднует День студента и поздравляет всех Татьян с именинами (Тани, не забудьте зайти на главную страницу, там сюрприз)! 

Проведя небольшую лабораторную работу на живых яндексоидах, "
2010-01-22,Новогодний клик: что искали в первые 5 минут 2010 года,https://habr.com/ru/company/yandex/blog/81582/,"Логично было бы предположить, что в первые пять минут после новогоднего боя курантов люди пьют шампанское, поздравляют друзей и срочно набирают SMS родным и знакомым. Однако многие в это время ищут в "
2010-01-21,Новый Firefox 3.6 – с Яндексом и вашим оформлением,https://habr.com/ru/company/yandex/blog/81519/,"Сегодня вышла новая версия Firefox 3.6 с возможностью удобного выбора и смены оформления. Теперь дизайн вашего браузера всегда будет таким, каким хотите вы. Уже сегодня вам доступны тысячи тем оформле"
2010-01-20,Computer Science E-Days на Чусовой,https://habr.com/ru/company/yandex/blog/81350/,"19-21 марта под Екатеринбургом, на берегу Чусовой пройдет школа Computer Science E-Days. Среди организаторов и спонсоров  — Уральский государственный университет, Microsoft Research, СКБ Контур и Янде"
2010-01-19,Управляйте Панорамами с клавиатуры!,https://habr.com/ru/company/yandex/blog/81243/,"Наверное, мало кто из читающих эти строки никогда не играл в компьютерные игры. И у большинства хотя бы раз да и появлялось желание управлять «Панорамами улиц» с клавиатуры.

Вот и нам (прошедшим пут"
2010-01-19,"Виджеты: 1,8 миллионов переходов на сайты партнеров за неделю",https://habr.com/ru/company/yandex/blog/81217/,"Виджетная программа Яндекса растет и развивается. Пользователи не только устанавливают всё больше виджетов, но и всё чаще кликают по ссылкам в них.

За первую рабочую неделю января посетители страниц"
2010-01-19,Наш светофор,https://habr.com/ru/company/yandex/blog/81201/,"Смотреть баллы пробок или наш пробочный светофор на компьютере конечно удобно, но нам захотелось чего-то большего (и большого). В прошлом году у нас появилась идея, а что если поставить к нам в офис с"
2010-01-19,"Как Новый год встретишь, так его и проведешь – в интернете",https://habr.com/ru/company/yandex/blog/81202/,"На Яндекс.Интересах появился итоговый рейтинг поисковых интересов пользователей за 2009 год.
Основное событие года – это Новый год. Количество поисковых запросов про Новый год (например, [новогодние "
2010-01-13,Яндекс.Словари предлагают вашему вниманию новые издания,https://habr.com/ru/company/yandex/blog/80653/,"Немецкий теоретик искусств Шеллинг говорил, что архитектура – это застывшая музыка. В поддержку столь интересной мысли Яндекс.Словари приготовили своим пользователям два новых издания, одно из которых"
2009-12-30,Цикл научных семинаров: новое видео и новые семинары,https://habr.com/ru/company/yandex/blog/79722/,"23 декабря прошел семинар Юрия Лифшица «Динамика двусторонних рынков».
Посмотреть видеоверсию семинара можно на странице Клуба.Скачать  презентацию и видео в хорошем качестве можно на странице Семинар"
2009-12-29,Восемнадцать джинглов беллс,https://habr.com/ru/company/yandex/blog/79664/,"Оказывается, популярная песня Jingle Bells имеет громадное количество вариантов и исполнений. Вот некоторые из них, которые можно найти в музыкальном поиске Яндекса (в списке — восемнадцать штук, а вс"
2009-12-28,С Новым годом!,https://habr.com/ru/company/yandex/blog/79572/,В последний рабочий понедельник уходящего года поздравляем вас с наступающим. И желаем вам вот чего:
2009-12-28,В гости к детям,https://habr.com/ru/company/yandex/blog/79573/,"Следуя доброй традиции, мы решили приехать к детям в гости накануне Нового года. По инициативе сотрудников компании, мы отправились в сергиевопосадский детский дом слепоглухих.  В подарок мы привезли "
2009-12-28,"Новый ""рекорд"" Петербурга: 12 часов без движения",https://habr.com/ru/company/yandex/blog/79574/,"Прошедшая неделя ознаменовалась в Санкт-Петербурге целым рядом пробочных рекордов, вызванных обильными снегопадами и приближением Нового года. 

В понедельник 21 декабря город встал на 12 часов, что "
2009-12-25,Новогодние виджеты,https://habr.com/ru/company/yandex/blog/79306/,"Елками уже никого не удивишь, а специальными новогодними виджетами – очень даже. Мы, денно и нощно сидящие у мониторов, новогодних витрин почти не видим, поэтому украшаем то, что всегда перед глазами."
2009-12-25,Четыре страницы Яндекса,https://habr.com/ru/company/yandex/blog/79307/,Накануне новогодних праздников все подводят итоги прошедшего года и планируют следующий. На этой неделе в новом московском офисе Яндекса* прошло традиционное собрание сотрудников всех офисов про страт
2009-12-17,Канберра – Антананариву – Урюпинск: играем в города,https://habr.com/ru/company/yandex/blog/78587/,"К новому году мы приготовили подарок всем, кто в детстве (и отрочестве) любил играть в города. 

Подарок так и называется – игра в города. Правила ее просты – следующий город должен начинаться на пос"
2009-12-17,Яндекс.Адреса переехали в Карты,https://habr.com/ru/company/yandex/blog/78588/,Сегодня сервис «Яндекс.Адреса» прекращает свое существование в привычном вам виде и интегрируется в Яндекс.Карты – превращаясь в сервис «Поиск организаций». Пользователи по-прежнему могут находить кон
2009-12-17,Мобильные Яндекс.Карты – для шести операционных систем,https://habr.com/ru/company/yandex/blog/78546/,"Сегодня для всех нынешних и будущих пользователей мобильных Яндекс.Карт есть сразу несколько хороших новостей: обновление версий для Symbian, Windows Mobile и Java, первые версии для Android и Blackbe"
